credit_policy,int_rate,installment,log_annual_inc,dti,fico,days_with_cr_line,revol_bal,revol_util,inq_last_6mths,delinq_2yrs,pub_rec,not_fully_paid,repayment_velocity_proxy,approx_credit_limit,credit_utilization,annual_inc,debt_to_income_calc,credit_age_years,has_recent_inq,has_past_delinquency,target_default,purpose_debt_consolidation,purpose_educational,purpose_small_business
1,0.0013750000000000001,-0.3074435532491677,9.998797732,0.24454045358057955,-1.2864939018675137,1318.958333,-0.377401273852506,0.16202323382978256,0,1,0,0,-0.09664676130836403,8106.796100763503,0.12412164806442735,21999.999992510035,1.629589763518442,-1.2983854651795064,0,1,0,True,False,False
1,0.0007430000000000001,-0.7906356836455762,12.20607265,-1.7907287814598163,1.610640318779222,4516.958333,-0.40735290034210275,-1.1408453873586586,0,0,0,0,-0.0966467227698838,23094.890342373066,-1.22744074901627,200000.00089396513,-1.332990104833014,-0.017546004112790083,0,0,0,False,False,False
1,0.0007430000000000001,-0.7906356836455762,12.20607265,-1.2909910106861573,2.6641436717416713,6778.958333,2.0350822556240944,-1.588921897291191,0,0,0,0,-0.09664675886377778,12229569.681490047,-1.6922637956313744,200000.00089396513,-1.332990104833014,0.8884136146904972,0,0,0,False,False,False
1,0.000807,-0.7835846040815706,11.51292546,-1.4972781137380746,0.820512804057385,3148.958333,-0.21377829353396705,-0.9443810714651633,0,0,0,0,-0.09664675738057685,49989.69046397067,-1.0236337208850153,99999.99950297715,-1.116543878644043,-0.5654473120362635,0,0,0,True,False,False
1,0.001028,-0.2110948975629274,9.798127037,-0.901660421827609,-0.4963663871456766,7469.958333,-0.23898980109345946,-0.6858753926579332,1,1,0,0,-0.09664676042979649,32888.47571416924,-0.7554665786070736,18000.000002190576,2.6382412879120016,1.1651678572161697,1,1,0,False,False,False
1,0.0007430000000000001,-0.7906356836455762,11.91839057,-1.8314051116390675,1.7423282378995282,7128.958333,-0.3217641279104064,-0.9409343290810669,0,0,0,0,10.949617873407334,31041.025481840894,-1.0200581589879845,149999.99953824104,-1.262172216832247,1.028593042887292,0,0,0,False,False,False
1,0.000807,-1.1623145077865815,11.60823564,-0.1854664654572199,1.3472644805386098,6059.958333,-0.2855910953250477,-1.1615258416632368,0,0,0,0,-0.09664676101082609,55526.717133383834,-1.2488941203984938,109999.99947479916,-1.350489269833117,0.6004450179090807,0,0,0,False,False,False
1,0.0008699999999999999,-0.776533524517565,11.22524339,0.4275839393872107,1.2155765614183036,4770.0,1.4551879560124554,-0.8202983456376928,0,0,0,0,-0.09664676127487594,287099.9987517391,-0.8949134925915848,74999.99981111639,-0.9682538326801519,0.0838003850015638,0,0,0,False,False,False
1,0.0007430000000000001,-0.7906356836455762,11.46163217,-1.2750110238300227,1.610640318779222,2535.0,-0.3926585316587793,-1.3786706118613103,0,0,0,0,-0.09664675910137896,53823.52862024222,-1.4741545199119737,94999.99994464558,-1.098172902081503,-0.8113453921979707,0,0,0,False,False,False
1,0.0007430000000000001,-0.7906356836455762,11.35040654,-1.786370603226325,2.0057040761401406,3540.0,-0.49468959162927506,-1.5923686396752874,0,0,0,0,-0.09664672587525147,35999.994000000996,-1.6958393575284145,85000.00038484143,-1.045552803419684,-0.40883017694717333,0,0,0,False,False,False
1,0.001122,-0.7478945506719809,11.28978191,-1.6556252562215885,-1.0231180636269013,3990.0,0.3042870797831234,-1.0581235701403449,3,0,1,0,-0.09664675407148553,168850.9306282551,-1.141627263487306,79999.99970751854,-0.9840577335053294,-0.22859948355129384,1,0,0,False,False,False
1,0.000996,-0.7622864801930332,10.77895629,-0.6648660711412533,-0.10130262978475811,4320.0,0.33817893013336936,0.062067704690986734,1,0,0,0,-0.09664676071526734,58290.1233368516,0.020430353050481746,48000.000005278656,-0.6267778992847862,-0.0964303083943157,1,0,0,True,False,False
1,0.0009329999999999999,-0.7694341498880526,12.10071213,-0.0983029007873957,0.1620732084558542,4498.958333,1.2932832688060794,-0.2619260794140752,1,0,0,0,-0.0966467611125383,154510.20368747396,-0.3156724652712035,180000.00002297742,-1.302714675163833,-0.024755231848625263,1,0,0,False,False,False
1,0.000807,-0.7835846040815706,12.10071213,-1.0251421384431934,0.820512804057385,4019.0,0.7116114245956513,-0.7065558469625114,0,0,0,0,-0.0966467600662977,155642.58495953388,-0.7769199499892867,180000.00002297742,-1.3071660504261648,-0.21698461664355934,0,0,0,False,False,False
1,0.0007430000000000001,-0.7906356836455762,11.69524702,-1.4987308398159052,1.7423282378995282,3540.0,-0.25285464896401466,-1.0305496310675735,0,0,0,0,-0.09664675714326534,49579.88136343266,-1.1130227683109994,119999.99978829804,-1.1913543309004773,-0.40883017694717333,0,0,0,True,False,False
1,0.0008699999999999999,-1.082337879307176,10.1266311,0.2808586055263396,1.0838886422979974,2460.0,-0.3926585316587793,-1.3442031880203462,1,0,0,0,-0.09664676123168998,46923.07632149902,-1.4383989009415807,24999.999903741576,-0.5065018875042548,-0.8413838410972838,1,0,0,False,False,True
1,0.001028,-1.071616374764647,12.20607265,-1.8314051116390675,-0.8914301445065951,3779.958333,-0.5010887521849159,-1.6130490939798658,0,1,0,0,9.527962193178983,0.0,-0.015325265919945909,200000.00089396513,-1.412540586223503,-0.3127238286300415,0,1,0,False,False,False
1,0.001122,-0.7478945506719809,10.30895266,0.8764762974368054,-0.23299054890506427,5190.0,-0.03181697810458696,0.010366568929540812,0,0,0,0,-0.09664676143155274,33630.57317700515,-0.03320307540512977,29999.999980671204,-0.04841435648865201,0.25201569883771807,0,0,0,False,False,False
1,0.000838,-0.7344202273955592,11.21182037,0.2561622622032228,2.269079914380753,5610.958333,-0.2983301649497031,-1.1167181906699835,0,0,0,0,-0.09664676117847207,47527.77744772376,-1.2024118157369836,73999.99983821329,-0.9282296417386596,0.4206148371651922,0,0,0,False,False,False
1,0.000775,-0.726789607045471,8.987196821,-1.3955872882899463,1.3472644805386098,6659.958333,-0.46195314526824205,-1.0443366006039592,0,0,0,0,-0.09664675835595626,8006.060557539026,-1.1273250158992185,8000.000002704212,4.217795846479957,0.8407526091035865,0,0,0,False,True,False
1,0.000838,-0.7648461186648983,10.37349118,0.31572403139426936,1.610640318779222,4379.0,-0.3607516061105145,-0.7892776641808251,0,0,0,0,-0.09664676122439188,19820.08359907915,-0.8627334355182704,31999.999942980372,-0.17197420146708434,-0.07280006192685574,0,0,0,False,False,False
1,0.000901,-0.7730079847355622,11.19821472,-0.3844899381199851,0.2937611275761604,3089.958333,0.1947903324977133,-0.3170739575596177,0,0,0,0,-0.09664676093640406,62470.74451470546,-0.3728814556238469,72999.99999047139,-0.9497057780959124,-0.5890775585037232,0,0,0,False,False,False
1,0.0007430000000000001,-0.6780598859490217,11.73606902,-1.7921815075376468,2.1373919952604465,7488.958333,-0.4176330332717665,-1.2614813708020327,0,0,0,0,-0.0966467202650619,27617.646788062288,-1.352585415412642,125000.00046444529,-1.1545224690446638,1.1727775976039956,0,0,0,True,False,False
1,0.0007430000000000001,-0.7906356836455762,10.71441777,-1.6686997909220622,1.8740161570198344,5807.0,-0.44826605185756574,-1.6130490939798658,1,0,0,0,-0.09664675204075865,0.0,-0.015325265919945909,45000.00005613948,-0.6012052812106439,0.4991320051160681,1,0,0,False,False,False
1,0.001028,0.023619120800545457,10.217422,-0.27698820836053545,0.03038528933554805,1379.0,-0.39639137531623647,0.26197876296857836,0,0,0,0,-0.09664676102096277,6496.323517469993,0.227812943078499,27376.000105891035,1.6908452590433813,-1.2743380178993853,0,0,0,False,False,True
1,0.001059,2.3884835934763005,10.77895629,-1.2430510501177539,1.3472644805386098,2729.958333,-0.4293352018804616,-0.8099581184854036,0,0,0,0,-0.09664675929214286,10394.849740794636,-0.8841868069005439,48000.000005278656,3.09004448279211,-0.7332621132204268,0,0,0,False,False,True
1,0.000996,-0.9959380071153545,9.510444964,0.5568765603141167,0.03038528933554805,1649.958333,-0.4162406233360484,-0.19643797411624345,1,0,0,0,-0.0966467613512568,6968.369812729026,-0.24773678922765638,13499.999994241962,0.7409122154514247,-1.1658157773705373,1,0,0,False,True,False
1,0.001596,-1.082820829962245,10.86283777,-0.005328431806249768,-2.208309335709657,1409.0,-0.4099895914969733,1.5682941265411152,1,0,0,0,-0.09664676125783034,3331.52762369282,1.5829509020557506,52199.999797947916,-1.048390112216349,-1.2623226383396602,1,0,0,True,False,False
1,0.001059,0.3844315552025011,11.00209984,0.6556619336065841,0.9522007231776912,14008.95833,0.008888793207683997,-1.333862960868057,2,1,0,0,-0.09664676134664815,212518.51589483314,-1.4276722152504582,59999.99992774572,0.2716744686740276,3.7841200873827554,1,1,0,False,False,True
1,0.001154,-1.3497959520843184,9.903487553,-1.5350489917616652,-1.2864939018675137,1139.0,-0.46693027014485156,0.9995816331652088,2,0,0,0,-0.09664675735354963,1521.108177412786,0.9929831890434542,20000.000009277435,-1.0039863757447016,-1.3704610543771876,1,0,0,False,False,False
1,0.001343,1.7337473903994283,11.88448902,-0.3568881426412075,-0.7597422253862889,4209.958333,0.7335344746473839,0.9409870126355699,0,0,0,1,-0.09664676101172112,56240.21584852873,0.9321986367955182,144999.99979660686,-0.2666160875938554,-0.14050338827397912,0,0,1,False,False,False
1,0.001249,0.39737463275834695,11.22524339,0.34768400510653835,-0.7597422253862889,4479.0,0.7739736142698365,1.606208292766176,3,0,0,0,-0.09664676132058224,46080.299736530724,1.6222820829241034,74999.99981111639,-0.08197741940127672,-0.03274879672777152,1,0,0,False,False,False
1,0.000964,-0.548822290652591,11.00209984,-0.7099005795539958,0.03038528933554805,2293.958333,-0.40148700316609864,0.7755433781989424,0,0,0,0,-0.09664676065579739,4851.370844370317,0.7605716657371614,59999.99992774572,-0.6090597533449693,-0.9078856294884344,0,0,0,False,False,False
1,0.001186,0.3798918190448537,11.08214255,-0.7941586920681591,-0.7597422253862889,8730.0,-0.14949043054442704,0.8651586801854493,0,2,0,0,-0.09664676060902166,16506.258669671406,0.8535362750605423,65000.000072944706,0.1279414388900503,1.6698304868853027,0,1,0,True,False,False
1,0.0007430000000000001,-0.7906356836455762,10.59663473,-1.4609599617923144,1.610640318779222,8189.958333,-0.4251875978166203,-1.1305051602063692,2,0,0,0,-0.0966467576629688,18299.999869285715,-1.2167140633251579,39999.99987615706,-0.48317546644532955,1.4535369666495768,1,0,0,False,False,False
1,0.001028,-0.9934266637089965,9.903487553,-1.613496199964507,-0.7597422253862889,1410.0,-0.4453331032695637,-0.4963045615326307,0,0,0,0,-0.0966467555031672,5808.641957380734,-0.5588106742700754,20000.000009277435,0.004956567760985925,-1.2619221256876691,0,0,0,False,False,False
1,0.001186,-1.0607982800911042,10.49551521,-0.7462187314997558,-1.1548059827472075,2550.0,-0.4695669612997221,0.8306912563444853,2,0,1,0,-0.0966467606975583,1500.705216501121,0.8177806560886145,36152.99993870255,-0.7932740045518135,-0.805337702418108,1,0,0,True,False,False
1,0.000807,-1.0108128872914757,11.49272276,-0.5936824933275635,1.0838886422979974,4979.958333,-0.31053597119472176,-1.4062445509340815,0,1,0,0,-0.096646760712167,107199.99821333337,-1.5027590150882868,98000.00023003446,-1.239081123937812,0.16789135375897019,0,1,0,False,False,False
1,0.001059,-1.383843973266674,10.43382164,0.27068952298152704,-0.6280543062659828,1110.0,-0.36821729342542886,-0.34120115424829256,1,0,0,1,-0.09664676129199455,12154.471511776499,-0.39791038890321007,33989.999908561396,-1.2835658186420098,-1.382075921284922,1,0,1,False,False,False
1,0.000996,-0.9959380071153545,11.26446411,-0.22469006955864074,-0.23299054890506427,4979.958333,-0.017892878747405486,-0.9064669052401029,0,1,0,0,-0.0966467610646088,79560.97522165379,-0.9843025400175771,78000.00033760519,-1.1497283065933546,0.16789135375897019,0,1,0,False,False,False
1,0.000964,-0.765860315040543,11.77528973,-0.5893243150940721,0.03038528933554805,5940.0,0.12013345934857006,-0.22745865557311112,0,0,0,0,-0.09664676078308,52161.6914125331,-0.27991684630082786,130000.00007309657,-1.207800696659816,0.5524001878308502,0,0,0,True,False,False
1,0.0013750000000000001,0.10374063447647153,10.46310334,0.6934328116301743,-0.10130262978475811,2699.958333,0.15698788403013125,0.6583541371396648,0,0,0,0,-0.09664676138864721,33707.1319670605,0.6390025612382626,34999.99998349573,1.1155106726846413,-0.745277492780152,0,0,0,True,False,False
1,0.000775,-0.7871101438635734,12.32385568,-0.8900386132049657,1.0838886422979974,5339.958333,-0.4370971466285074,-1.5337740191456484,1,0,0,0,-0.09664676031713905,93913.03939508524,-1.6350548052787444,224999.9997330245,-1.3557088291467851,0.3120759084756738,1,0,0,False,False,False
1,0.0007430000000000001,-0.7906356836455762,11.15625052,-1.1689620201484034,2.6641436717416713,9809.0,-0.4770030228713233,-1.5785816701389017,0,0,0,0,-0.09664675943541692,81299.99187000081,-1.6815371099402565,69999.9999277953,-0.9384333088307927,2.1019836383834227,0,0,0,False,False,False
1,0.000807,-0.40490299544206654,11.91839057,-1.4362636184691977,1.2155765614183036,5202.0,0.20038959798389905,-0.7720439522603432,4,0,0,0,-0.0966467580103685,97040.98320884843,-0.844855626033039,149999.99953824104,-1.1165621103439385,0.2568218506616081,1,0,0,False,False,False
1,0.000996,-0.2950800164794045,10.77895629,0.3665694441183337,0.2937611275761604,2640.0,-0.1666437359227421,0.034493765618215474,3,0,0,0,-0.09664676128855099,23617.154762307207,-0.008174142125876376,48000.000005278656,-0.07563535292960667,-0.7692915637389321,1,0,0,True,False,False
1,0.0015010000000000002,-0.45261852016287124,12.26904744,-0.894396791438457,-0.8914301445065951,6240.0,1.1701290538533062,0.9823479212447268,0,0,0,1,-0.09664676047477426,74915.00654061753,0.9751053795600024,212999.99900069716,-1.256099019535662,0.6725539834281035,0,0,1,False,False,True
1,0.000964,-1.1534282157333144,11.22524339,1.0740470440217402,1.610640318779222,4920.958333,-0.493119427233678,-1.4820728833842025,3,0,0,1,-0.0966467614182026,7078.947182132969,-1.5814213768231713,74999.99981111639,-1.2528015403046364,0.14426110729151048,1,0,1,False,False,False
1,0.00128,-1.1353658612337385,10.37349118,1.0740470440217402,-0.7597422253862889,5492.0,-0.40012421897369366,-0.4032425171620277,1,0,0,1,-0.0966467614821771,9709.401681739595,-0.46227050304994044,31999.999942980372,-0.8276025284728388,0.37297051973895273,1,0,1,False,False,False
1,0.001122,0.9097369827209153,10.59663473,0.12977509343197777,0.03038528933554805,5368.958333,-0.3081362859863564,-0.43081645623479914,3,0,1,1,-0.09664676121716996,18988.33813706024,-0.4908749982261914,39999.99987615706,1.923848742893223,0.32369077538340824,1,0,1,True,False,False
1,0.0007430000000000001,-0.9406884521754753,10.59663473,-1.3302146147875784,1.610640318779222,1739.958333,-0.49131225689157576,-1.2339074317292613,0,0,0,0,-0.09664675878574956,2999.999972727273,-1.3239809202364445,39999.99987615706,-0.6955881061412759,-1.1297696386913614,0,0,0,False,True,False
1,0.0008699999999999999,-1.2352400567019817,11.15625052,-0.9496003823960123,0.03038528933554805,2550.0,-0.32431194183533746,-0.9305941019287777,1,0,0,0,-0.09664676029938535,30136.363484159778,-1.0093314732968672,69999.9999277953,-1.2980766500426026,-0.805337702418108,1,0,0,False,False,False
1,0.001091,-0.9093932497270123,9.798127037,0.7835018284556595,-0.10130262978475811,2192.0,-0.33716951443324544,1.1305578437608719,1,0,0,0,-0.09664676140856694,6951.005016393211,1.128854541132324,18000.000002190576,0.4415711541782089,-0.9487212318308298,1,0,0,False,False,False
1,0.000775,-1.0886645328885782,11.73606902,-1.520521730983361,1.3472644805386098,8370.0,0.12253314455693538,-1.5785816701389017,0,0,0,0,-0.09664675690480455,2104999.789500021,-1.681537109940256,125000.00046444529,-1.340521284662966,1.5256459321685991,0,0,0,False,False,False
1,0.000775,-1.0886645328885782,10.81977828,-1.0541966599998016,1.3472644805386098,8370.0,0.12253314455693538,-1.588921897291191,0,0,0,0,-0.09664675994209883,3007142.427551082,-1.6922637956313744,49999.99977948582,-1.0331375638634503,1.5256459321685991,0,0,0,False,False,False
1,0.0008699999999999999,-1.1129086557730357,11.69524702,0.34768400510653835,0.820512804057385,3026.0,-0.2594908154661607,-1.0994844787495017,1,0,0,0,-0.09664676126371602,54731.543256835284,-1.1845340062517855,119999.99978829804,-1.3434227294417789,-0.6146936800704667,1,0,0,False,False,False
1,0.000964,-0.9208874753176515,11.51292546,0.34768400510653835,0.2937611275761604,3026.0,-0.2594908154661607,-1.0994844787495017,1,0,0,0,-0.09664676128267143,54731.543256835284,-1.1845340062517855,99999.99950297715,-1.1942895028200926,-0.6146936800704667,1,0,0,False,False,False
1,0.0008699999999999999,-1.082337879307176,11.03488966,-0.05472111845248348,0.6888248849370788,2729.958333,-0.39212526827914257,-0.5548991820622696,0,0,0,0,-0.09664676111024849,11980.455987034344,-0.6195952265196375,61999.999750311785,-1.1265155869769672,-0.7332621132204268,0,0,0,False,False,False
1,0.001217,-0.6726991336777571,10.46310334,-0.7999695963794808,-1.2864939018675137,2944.0,-0.4406522358260857,-0.36532835093696725,2,0,0,0,-0.09664676064141794,5635.359100454808,-0.42293932218260716,34999.99998349573,-0.14062358615170054,-0.6475357175337157,1,0,0,True,False,False
1,0.0015329999999999999,0.6034979723417424,11.00209984,1.0043161922858808,-1.1548059827472075,2700.958333,0.478753082154276,0.7583096662784603,2,0,0,0,-0.09664676148118077,48072.67434873158,0.7426938562524248,59999.99992774572,0.4784127439316436,-0.7448769801281612,1,0,0,False,False,False
1,0.000775,-0.9378873383760759,11.03165864,-1.3287618887097477,0.9522007231776912,2519.0,-0.4442665765102902,-1.0236561462993807,0,0,0,0,-0.09664675889766461,11216.374203413015,-1.1058716445169627,61799.999787050656,-0.9928088919818945,-0.8177535946298241,0,0,0,False,False,False
1,0.0015329999999999999,1.5706066591171624,11.40756495,-1.070176646855936,-1.2864939018675137,1770.0,0.16190575742011448,0.5308246689280978,0,0,0,0,-0.0966467601709005,35979.09962061238,0.506706771047812,90000.00006188375,0.4122498074865972,-1.1177375709709658,0,0,0,False,False,False
1,0.000964,1.5595953841815922,11.47210347,-1.4159254533795722,0.6888248849370788,2190.0,-0.1960620990327021,-0.14818358073889393,0,0,0,1,-0.09664675830346436,24225.8822959391,-0.1976789226689563,95999.99995680261,0.28339920744244407,-0.9495222571348115,0,0,1,False,False,True
1,0.001154,-1.0351053052414403,9.61580548,-0.053268392374653105,-1.0231180636269013,1289.958333,-0.4161517461061089,0.2861059596572532,3,0,0,1,-0.09664676118644486,5203.266778215487,0.2528418763576956,14999.999998734802,0.3644241116286687,-1.3100003320872409,1,0,1,False,False,True
1,0.001122,-0.7796244087100058,10.30895266,-0.03583567944068838,-0.7597422253862889,1770.0,-0.1363958520000138,1.3545960987271384,0,0,0,0,-0.09664676118252061,14297.3286709671,1.3612660644400811,29999.999980671204,-0.10830282508131994,-1.1177375709709658,0,0,0,True,False,False
1,0.0008699999999999999,0.312858268121294,11.91839057,-1.1340965942804737,1.4789523996589158,13349.95833,1.3333668995087742,-0.2653728217981716,0,0,0,0,-0.09664675969527439,158365.7284952283,-0.31924802716824274,149999.99953824104,-0.8456146453847252,3.5201822497207895,0,0,0,True,False,False
1,0.001122,-0.4901437860617228,11.38509209,0.7835018284556595,-0.23299054890506427,3725.0,-0.005213060609376394,-0.7134493317307042,2,0,0,0,-0.09664676141251598,64130.26795352387,-0.7840710737833742,87999.99969548982,-0.8692435339822863,-0.33473533632886737,1,0,0,False,False,False
1,0.000807,-0.10189975445185494,11.05089001,-1.3244037104762565,2.1373919952604465,5939.0,0.6953172657734177,-1.2959487946429964,1,0,0,0,-0.0966467587407402,438956.51696786395,-1.3883410343830238,63000.0002914588,-0.25196223296706377,0.5519996751788595,1,0,0,False,False,False
